Team,Date,Opponent,FIFA Rank at Time,Result (W/L/D),Shots,On Target,Goals,Opp. Shots,Opp. On Target,Opp. Goals
Usa,06/09/2025,South Korea,22,L,15,4,0,5,4,2
Usa,06/07/2025,Mexico,14,L,6,3,1,16,8,2
Usa,02/07/2025,Guatemala,106,W,12,7,2,20,5,1
Usa,29/06/2025,Costa Rica,54,D,18,4,2,7,3,2
Usa,22/06/2025,Haiti,83,W,15,5,2,8,3,1
Usa,19/06/2025,Saudi Arabia,58,W,6,3,1,3,1,0
Usa,15/06/2025,Trinidad and Tobago,102,W,21,11,5,3,2,0
Usa,10/06/2025,Switzerland,20,L,7,0,0,12,7,4
Usa,07/06/2025,Turkey,26,L,13,3,1,11,5,2
Usa,23/03/2025,Canada,30,L,5,2,1,9,4,2
Usa,20/03/2025,Panama,35,L,12,5,0,3,1,1
Usa,22/01/2025,Costa Rica,54,W,9,5,3,8,4,0
Usa,18/01/2025,Venezuela,49,W,10,7,3,6,2,1
Uzbekistan,30/03/2026,Venezuela,49,D,8,5,0,4,0,0
Uzbekistan,27/03/2026,Gabon,87,W,15,8,3,11,5,1
Uzbekistan,18/11/2025,Iran,21,D,6,1,0,10,2,0
Uzbekistan,13/10/2025,Uruguay,17,L,7,2,1,13,4,2
Uzbekistan,10/06/2025,Qatar,55,W,18,8,3,1,0,0
Uzbekistan,05/06/2025,United Arab Emirates,68,D,4,0,0,10,6,0
Uzbekistan,25/03/2025,Iran,21,D,13,4,2,20,8,2
Uzbekistan,20/03/2025,Kyrgyzstan,107,W,26,9,1,1,0,0
Uzbekistan,19/11/2024,North Korea,118,W,17,2,1,17,2,0
Uzbekistan,14/11/2024,Qatar,55,L,21,9,2,11,8,3
Uzbekistan,15/10/2024,United Arab Emirates,68,W,26,4,1,12,5,0
Uzbekistan,10/10/2024,Iran,21,D,10,1,0,10,5,0
Uzbekistan,10/09/2024,Kyrgyzstan,107,W,18,10,3,13,3,2
Uzbekistan,05/09/2024,North Korea,118,W,13,4,1,8,4,0
Uruguay,31/03/2026,Algeria,28,D,11,1,0,6,0,0
Uruguay,27/03/2026,England,4,D,9,1,1,13,5,1
Uruguay,18/11/2025,USA,16,L,9,2,1,10,7,5
Uruguay,15/11/2025,Mexico,15,D,3,2,0,10,3,0
Uruguay,13/10/2025,Uzbekistan,50,W,13,4,2,7,2,1
Uruguay,10/10/2025,Dominican Republic,143,W,11,1,1,7,4,0
Uruguay,09/09/2025,Chile,54,D,6,3,0,16,3,0
Uruguay,04/09/2025,Peru,53,W,24,7,3,11,3,0
Uruguay,10/06/2025,Venezuela,49,W,12,5,2,10,1,0
Uruguay,05/06/2025,Paraguay,40,L,5,1,0,12,5,2
Uruguay,25/03/2025,Bolivia,76,D,11,0,0,32,7,0
Uruguay,21/03/2025,Argentina,3,L,6,2,0,12,4,1
Uruguay,19/11/2024,Brazil,6,D,8,2,1,18,3,1
